Lexeme	WC	Flexion
kilu	N	–p, –t
kilugi¦ppoq	V	–nngilaq
kilugivi¦ppoq	V	–nngilaq
kiluki¦ppoq	V	–nngilaq
kilukits¦oq	N	–up, –ut
kilukivi¦ppoq	V	–nngilaq
kilul¦erpaa	V	–inngilaa
kilul¦ik	N	{–iup, –lip, –lup}, –lit
kilumiuusa¦rpoq	V	–nngilaq
kilumiuu¦voq	V	–nngilaq
kioski	N	–p, –t
kirsebær	N	–ip, –it
kirsebæri	N	–p, –t
kitteli	N	–p, –t
kjol¦e	N	–ip, {–er, –it}
kladd¦e	N	–ip, {–er, –it}
klass¦e	N	–ip, {–er, –it}
klaveri	N	–p, –t
klima	N	–p, –t
knallerti	N	–p, –t
knægt	N	–ip, –it
knægti	N	–p, –t
knækbrødi	N	–p, –t
koblingi	N	–p, –t
koksit	N, pl.	-
kommissioni	N	–p, –t
kommunalbestyrels¦e	N	–ip, {–er, –it}
kommunalbestyrelsit	N, pl.	-
kommun¦e	N	–ip, {–er, –it}
kommunefogedi	N	–p, –t
kommune¦qarfik	N	{–qarfiup, –-qarfiup}, {–qarfiit, –-qarfiit}
kommune¦rujussuaq	N	{–rujussuup, –-rujussuup}, {–rujussuit, –-rujussuit}
kommunisti	N	–p, –t
kommunistiussu¦seq	N	–tsip, –tsit
kommunistiusuusaaginnart¦oq	N	–up, –ut
konsulenti	N	–p, –t
konsuleqarfi¦k	N	–up, –it
kont¦o	N	–up, –ut
kontoqarfius¦oq	N	–up, –ut
kontorchefi	N	–p, –t
kontorfuldmægtigi	N	–p, –t
korali	N	–p, –t
korsstingi	N	–p, –t
kr.	N	–-ip, –-it
kranersu¦aq	N	–up, –it
krani	N	–p, –t
kredsdommeri	N	–p, –t
kridti	N	–p, –t
kroneqa¦rpoq	V	–nngilaq
kryds&tværs	N	–ip, –it
krydsi	N	–p, –t
krydsil¦erpaa	V	–inngilaa
krydsilersuiffi¦k	N	–up, –it
krydsiliiffissa¦q	N	–p, –t
krydsiliine¦q	N	–rup, –rit
krydsilii¦voq	V	–nngilaq
kræfteqarne¦q	N	–rup, –rit
kræfteqa¦rpoq	V	–nngilaq
kræfteqart¦oq	N	–up, –ut
kræftert¦oq	N	–up, –ut
kræfti	N	–p, –t
k¦uarti	N	{–uartip, –vart-ip}, {–uartit, –vart-it}
kufferti	N	–p, –t
kulleri	N	–p, –t
kultureqanngissu¦seq	N	–tsip, –tsit
kulturi	N	–p, –t
kulturisioqatigiinne¦q	N	–rup, –rit
kursuserne¦q	N	–rup, –rit
kursus¦erpoq	V	–inngilaq
kursusertarfi¦k	N	–up, –it
kursusi	N	–p, –t
kutteri	N	–p, –t
kvadratkilometer	N	–ip, –it
kviksølv	N	–ip, –it
kviksølvi	N	–p, –t
kvækeri	N	–p, –t
kystskipperi	N	–p, –t
kæmnereqarfi¦k	N	–up, –it
kæmneri	N	–p, –t
kærnemælk	N	–ip, –it
kærnemælki	N	–p, –t
kørvelit	N, pl.	-
laboratorieteknikeri	N	–p, –t
labrador	N	–ip, –it
lagkag¦e	N	–ip, {–er, –it}
lama	N	–p, –t
landsdommeri	N	–p, –t
landsfoged	N	–ip, –it
landsfogedi	N	–p, –t
landsholdit	N, pl.	-
landshøvdingi	N	–p, –t
landskass¦e	N	–ip, {–er, –it}
landslæg¦e	N	–ip, {–er, –it}
landsråd	N	–ip, –it
Landsrådi	N	–p, –t
landsrådi	N	–p, –t
langrend	N	–ip, –it
lapisi	N	–p, –t
lastbili	N	–p, –t
lasti	N	–p, –t
ledning	N	–ip, –it
ledningeqanngits¦oq	N	–up, –ut
ledningi	N	–p, –t
legat	N	–ip, –it
legati	N	–p, –t
leksikoni	N	–p, –t
lektori	N	–p, –t
licensi	N	–p, –t
linoleum	N	–ip, –it
linoleumi	N	–p, –t
linoli¦e	N	–ap, –at
literi	N	–p, –t
lott¦o	N	–up, –ut
lottortart¦oq	N	–up, –ut
lutetium	N	–ip, –it
lærlingehjem	N	–ip, –it
lærlingi	N	–p, –t
løverniarne¦q	N	–rup, –rit
løviusa¦q	N	–p, –t
magister	N	–ip, –it
magisteri	N	–p, –t
magneteqarfi¦k	N	–up, –it
magneteqart¦oq	N	–up, –ut
magneti	N	–p, –t
mail	N	–ip, –it
majsi	N	–p, –t
makeqqi¦ppoq	V	–nngilaq
maker¦eerpoq	V	–iinngilaq
makeria¦rpoq	V	–nngilaq
makiaa¦rpoq	V	–nngilaq
makillaqqi¦ppoq	V	–nngilaq
makrelerniarne¦q	N	–rup, –rit
makreli	N	–p, –t
mandeli	N	–p, –t
manuskripti	N	–p, –t
mapp¦erpoq	V	–inngilaq
mappersa¦gaq	N	–kkap, –kkat
mappersakkat	N, pl.	-
mappersi¦gaq	N	–kkap, –kkat
mappersimas¦oq	N	–up, –ut
mappersima¦voq	V	–nngilaq
mappert¦oq	N	–up, –ut
mapp¦i	N	–ip, {–er, –it}
mappiussi¦voq	V	–nngilaq
marathonerne¦q	N	–rup, –rit
maratoni	N	–p, –t
marcipani	N	–p, –t
margarin¦e	N	–ip, {–er, –it}
marihuana	N	–p, –t
Marmoril¦ik	N	{–iup, –lip, –lup}, –lit
marmorisiorfi¦k	N	–up, –it
marski	N	–p, –t
martyri	N	–p, –t
maskinisti	N	–p, –t
maskinmester	N	–ip, –it
maskinmesteri	N	–p, –t
maskinmesterinngornia¦q	N	–p, –t
maskinmesteriune¦q	N	–rup, –rit
masteri	N	–p, –t
masterinngorniarne¦q	N	–rup, –rit
matematikeri	N	–p, –t
mavedans	N	–ip, –it
medisteri	N	–p, –t
mekanikeri	N	–p, –t
meloni	N	–p, –t
mesteri	N	–p, –t
metodisti	N	–p, –t
mi¦ileqarpoq	V	{–ileqanngilaq, –l-eqanngilaq}
mi¦ili	N	{–ilip, –l-ip}, {–ilit, –l-it}
m¦iiteri	N	{–eter-ip, –iiterip}, {–eter-it, –iiterit}
mikrofoni	N	–p, –t
mikroplast	N	–ip, –it
mileqqort¦ooq	N	–uup, –uut
mileqqortoorsi¦voq	V	–nngilaq
milita¦q	N	–p, –t
milittoorne¦q	N	–rup, –rit
miljømedicin	N	–ip, –it
milliard	N	–ip, –it
milliardi	N	–p, –t
minerali	N	–p, –t
minister	N	–ip, –it
ministereqarfi¦k	N	–up, –it
ministereqatigiit	N, pl.	-
ministeri	N	–p, –t
ministeriune¦q	N	–rup, –rit
ministeriusimas¦oq	N	–up, –ut
minut¦si	N	{–-ip, –sip}, {–-it, –sit}
minut¦silersuut	N	{–-ilersuutip, –-ilertuutip, –silersuutip, –silertuutip}, {–-ilersuutit, –-ilertuutit, –silersuutit, –silertuutit}
mistali	N	–p, –t
mobili	N	–p, –t
mod¦e	N	–ip, {–er, –it}
modern¦e	N	–ip, –it
mongoli	N	–p, –t
monopoli	N	–p, –t
montøri	N	–p, –t
morfem	N	–ip, –it
morfemilerine¦q	N	–rup, –rit
mormoni	N	–p, –t
multivitamin	N	–ip, –it
muslim	N	–ip, –it
muslimeqarfi¦k	N	–up, –it
mærk¦e	N	–ip, {–er, –it}
mærkil¦erpaa	V	–inngilaa
mærkilii¦voq	V	–nngilaq
mæsling	N	–ip, –it
mæslingit	N, pl.	-
møtrik	N	–ip, –it
narkoman	N	–ip, –it
nationalmuseum	N	–ip, –it
nationalparki	N	–p, –t
natmad	N	–ip, –it
natron	N	–ip, –it
natroni	N	–p, –t
naturfag	N	–ip, –it
navigationsskol¦e	N	–ip, {–er, –it}
nazist	N	–ip, –it
nazisti	N	–p, –t
nazistiujunnaar¦sippaa	V	{–sinngilaa, –tinngilaa}
negativ	N	–ip, –it
negativi	N	–p, –t
neger	N	–ip, –it
negererpalutt¦oq	N	–up, –ut
negeri	N	–p, –t
nikkel	N	–ip, –it
nikkelersu¦aq	N	–up, –it
nikkeli	N	–p, –t
nikotin	N	–ip, –it
nikotini	N	–p, –t
niss¦e	N	–ip, {–er, –it}
niss¦erpoq	V	–inngilaq
niss¦i	N	–ip, {–er, –it}
niss¦iaraq	N	{–eeqqap, –iaqqap}, {–eeqqat, –iaqqat}
nissilia¦q	N	–p, –t
nissita¦q	N	–p, –t
nissiut	N	–ip, –it
nordpol	N	–ip, –it
nordpoli	N	–p, –t
nylon	N	–ip, –it
nyloni	N	–p, –t
oas¦e	N	–ip, {–er, –it}
obersti	N	–p, –t
officeri	N	–p, –t
oliveni	N	–p, –t
olympiad¦e	N	–iip, –iit
ombudsmandeqarfi¦k	N	–up, –it
ombudsmandi	N	–p, –t
oori	N	–p, –t
oorit	N, pl.	-
orang¦e	N	–ip, {–er, –it}
ordbog¦eeraq	N	{–eeqqap, –iaqqap}, {–eeqqat, –iaqqat}
Ordbogi	N	–p, –t
ordbogi	N	–p, –t
ordbogit	N, pl.	-
ordeneqarne¦q	N	–rup, –rit
ordeni	N	–p, –t
ordenilers¦orpaa	V	–unngilaa
ordenilersui¦voq	V	–nngilaq
organisti	N	–p, –t
original	N	–ip, –it
orkesteri	N	–p, –t
ozoni	N	–p, –t
palm¦e	N	–ip, {–er, –it}
palm¦i	N	–ip, {–er, –it}
papeerullu¦innarpoq	V	{–innanngilaq, –aannanngilaq}
papeeru¦ppoq	V	–tinngilaq
papeerussima¦voq	V	–nngilaq
papeqanngits¦oq	N	–up, –ut
papiki¦ppoq	V	–nngilaq
papikkaa¦q	N	–p, –t
papil¦ik	N	{–iup, –lip, –lup}, –lit
papillit	N, pl.	-
papyrusi	N	–p, –t
parki	N	–p, –t
parlamenti	N	–p, –t
parte¦eqat	N	{–eqatip, –qatip}, {–eqatit, –qatit}
parti¦i	N	{–ip, –p}, {–it, –t}
parti¦it	N, pl.	{–it, –t}
partisani	N	–p, –t
pasill¦erpoq	V	–inngilaq
pasinaa¦rpaa	V	–nngilaa
pasitsanne¦q	N	–rup, –rit
patenti	N	–p, –t
patrulj¦e	N	–ip, {–er, –it}
pedel	N	–ip, –it
pedeli	N	–p, –t
pemmikani	N	–p, –t
penicillini	N	–p, –t
pensionati	N	–p, –t
pensionisti	N	–p, –t
pergamenti	N	–p, –t
personnummeri	N	–p, –t
pessari	N	–p, –t
ph.d.	N	–-p, –-t
ph.d.-nngornia¦q	N	–p, –t
ph.d.-nngorniarne¦q	N	–rup, –rit
ph.d.-nngorniut	N	–ip, –it
ph.d.-nngorniutit	N, pl.	-
pianisti	N	–p, –t
piloti	N	–p, –t
planet	N	–ip, –it
pokali	N	–p, –t
pokalinnanniunne¦q	N	–rup, –rit
pokalinna¦ppoq	V	–nngilaq
polarcirkeli	N	–p, –t
polarkredsi	N	–p, –t
politeeqarfi¦k	N	–up, –it
politiit	N, pl.	-
politiiune¦q	N	–rup, –rit
politikeri	N	–p, –t
politikerit	N, pl.	-
politiki	N	–p, –t
politikikkut	N, pl.	-
politimestereqarfi¦k	N	–up, –it
politimesteri	N	–p, –t
polyesteri	N	–p, –t
poor'lu	N	{bollip, boor'lup, poor'lup}, {boller, bollit, boor'lut, poor'lut}
poor'luliaq	N	{bolliliap, boor'luliap, poor'luliap}, {bolliliat, boor'luliat, poor'luliat}
porn¦o	N	–up, –ut
portøri	N	–p, –t
postanvisningi	N	–p, –t
postboksi	N	–p, –t
postkorti	N	–p, –t
praktikerfi¦k	N	–up, –it
praktikerfissa¦q	N	–p, –t
primusi	N	–p, –t
prinsi	N	–p, –t
prism¦e	N	–ip, {–er, –it}
pristali	N	–p, –t
privati	N	–p, –t
procenti	N	–p, –t
procentpointi	N	–p, –t
professori	N	–p, –t
programsekretæri	N	–p, –t
projekteqarne¦q	N	–rup, –rit
projekti	N	–p, –t
proteini	N	–p, –t
protokoli	N	–p, –t
provinsi	N	–p, –t
provsteqarfi¦k	N	–up, –it
provsti	N	–p, –t
præsidenteqarfi¦k	N	–up, –it
præsidenti	N	–p, –t
psykolog	N	–ip, –it
psykologeqarfi¦k	N	–up, –it
psykologi	N	–ip, –it
psykologi	N	–p, –t
psykologii	N	–p, –t
pump¦e	N	–ip, {–er, –it}
pumpeqarfi¦k	N	–up, –it
pundi	N	–p, –t
pyramid¦e	N	–ip, {–er, –it}
pædagogi	N	–p, –t
pædagogik	N	–ip, –it
pær¦e	N	–ip, {–er, –it}
pærilerfi¦k	N	–up, –it
pøls¦e	N	–ip, {–er, –it}
rabarberi	N	–p, –t
rac¦e	N	–ip, {–er, –it}
radari	N	–p, –t
radi¦o	N	–up, –ut
radioaktivius¦oq	N	–up, –ut
radioavis	N	–ip, –it
radioavisi	N	–p, –t
radiohusi	N	–p, –t
radioqarfi¦k	N	–up, –it
radioteateri	N	–p, –t
radis¦e	N	–ip, {–er, –it}
radiuernia¦q	N	–p, –t
radiusi	N	–p, –t
raketi	N	–p, –t
realisti	N	–p, –t
realklass¦e	N	–ip, {–er, –it}
realskol¦e	N	–ip, {–er, –it}
redaktøri	N	–p, –t
regulatori	N	–p, –t
reklam¦e	N	–ip, {–er, –it}
rektangeli	N	–p, –t
rektori	N	–p, –t
religioni	N	–p, –t
revisori	N	–p, –t
ribsi	N	–p, –t
ribsit	N, pl.	-
rigsombudeqarfi¦k	N	–up, –it
Rigsombudi	N	–p, –t
rituali	N	–p, –t
ritualit	N, pl.	-
rock	N	–ip, –it
rocki	N	–p, –t
romi	N	–p, –t
rubineqarfi¦k	N	–up, –it
rubinisiorfi¦k	N	–up, –it
ruderi	N	–p, –t
rundstykk¦e	N	–ip, {–er, –it}
rådhusi	N	–p, –t
rækkehusi	N	–p, –t
rødkålit	N, pl.	-
røntgeni	N	–p, –t
sagg¦erpoq	V	–inngilaq
sak¦i	N	–ip, {–er, –it}
sakiatsi¦aq	N	–up, –it
sakiatsiariissu¦seq	N	–tsip, –tsit
sakig¦aa	V	–inngilaa
sakissat	N, pl.	-
sakiu¦voq	V	–nngilaq
sakrament¦e	N	–ip, {–er, –it}
sakramentilia¦rpoq	V	–nngilaq
salikkumina¦rpoq	V	–nngilaq
salitaa¦voq	V	–nngilaq
salita¦q	N	–p, –t
salitassa¦q	N	–p, –t
sekretæri	N	–p, –t
sekstanti	N	–p, –t
sekundilersuis¦oq	N	–up, –ut
sekundilersuisuune¦q	N	–rup, –rit
semesteri	N	–p, –t
serafi	N	–p, –t
servereqarfi¦k	N	–up, –it
sigti	N	–p, –t
sigt¦i	N	–ip, {–er, –it}
sigtiliassat	N, pl.	-
skema	N	–p, –t
skoledirektøri	N	–p, –t
skoleinspektøri	N	–p, –t
skorpion	N	–ip, –it
skorpioni	N	–p, –t
skrællingit	N, pl.	-
skærmersu¦aq	N	–up, –it
smiley	N	–p, –t
smokingi	N	–p, –t
smokingilisaa¦rpoq	V	–nngilaq
SMS	N	–-ip, –-it
snescootererne¦q	N	–rup, –rit
snescooteri	N	–p, –t
snowboard	N	–ip, –it
snowboard¦erpoq	V	–inngilaq
socialisti	N	–p, –t
socialliberal	N	–ip, –it
socialmedhjælperi	N	–p, –t
socialrådgiveri	N	–p, –t
sodavandi	N	–p, –t
solari	N	–p, –t
soya	N	–p, –t
spandi	N	–p, –t
specialarbejderi	N	–p, –t
specialklass¦e	N	–ip, {–er, –it}
spejdereqarne¦q	N	–rup, –rit
spejderi	N	–p, –t
spinatit	N, pl.	-
spirali	N	–p, –t
sporti	N	–p, –t
stencili	N	–p, –t
stressert¦oq	N	–up, –ut
stressi	N	–p, –t
sudoku	N	–p, –t
sundhedsmedhjælperi	N	–p, –t
supervision	N	–ip, –it
svampi	N	–p, –t
svendi	N	–p, –t
syfilisi	N	–p, –t
synagog¦e	N	–ip, {–er, –it}
systemi	N	–p, –t
sætteskipperi	N	–p, –t
sølveqarfi¦k	N	–up, –it
sølvi	N	–p, –t
sølvinna¦ppoq	V	–nngilaq
tabeli	N	–p, –t
TAC	N	–ip, –it
takti	N	–p, –t
tandpasta	N	–p, –t
tankeqarfi¦k	N	–up, –it
tankersuaqarfi¦k	N	–up, –it
tanki	N	–p, –t
tankileris¦oq	N	–up, –ut
taxa	N	–p, –t
taxarne¦q	N	–rup, –rit
taxa¦rpoq	V	–nngilaq
taxartart¦oq	N	–up, –ut
taxartitsis¦oq	N	–up, –ut
teknik	N	–ip, –it
teknikeri	N	–p, –t
teknologi	N	–ip, –it
teknologi	N	–p, –t
telefon	N	–ip, –it
telefoneqarfi¦k	N	–up, –it
telefonerfig¦aa	V	–inngilaa
telefonerne¦q	N	–rup, –rit
telefon¦erpoq	V	–inngilaq
telefonertarfi¦k	N	–up, –it
telefoni	N	–p, –t
telefonileris¦oq	N	–up, –ut
telegrafisti	N	–p, –t
telemedicin	N	–ip, –it
teologii	N	–p, –t
terminalilerisut	N, pl.	-
termometeri	N	–p, –t
testament¦e	N	–ip, {–er, –it}
testamentili¦orpoq	V	–unngilaq
testamentit	N, pl.	-
Testamentitaa¦q	N	–p, –t
testamentitaa¦q	N	–p, –t
Testamentitoq¦aq	N	{–qap, –ap}, {–qat, –at}
testamentitoq¦aq	N	{–qap, –ap}, {–qat, –at}
Thulekulturi	N	{–p, –p}, {–t, –t}
thulekulturi	N	–p, –t
timelæreri	N	–p, –t
timeqa¦rpoq	V	–nngilaq
timersoqatigiiffiit	N, pl.	-
timersoqatigiiffi¦k	N	–up, –it
timersorne¦q	N	–rup, –rit
timers¦orpoq	V	–unngilaq
timersortarfi¦k	N	–up, –it
timersortart¦oq	N	–up, –ut
timersortartut	N, pl.	-
timi	N	–p, –t
timigi¦ssarneq	N	{–ssarnerup, –ttarnerup}, {–ssarnerit, –ttarnerit}
timigi¦ssarpoq	V	–ttanngilaq
timigissartarfi¦k	N	–up, –it
timigissartarne¦q	N	–rup, –rit
timigissartart¦oq	N	–up, –ut
timigi¦ssuuvoq	V	{–ssuunngilaq, –ttuunngilaq}
timitaaru¦ppoq	V	–tinngilaq
timital¦erpaa	V	–inngilaa
timitalii¦voq	V	–nngilaq
timital¦ik	N	{–iup, –lip, –lup}, –lit
timita¦q	N	–p, –t
timitaqanngits¦oq	N	–up, –ut
timitartaa¦rpoq	V	–nngilaq
timiusaat	N	–ip, –it
timiusaateqa¦rpoq	V	–nngilaq
timiusa¦q	N	–p, –t
timiusar¦torpoq	V	{–sunngilaq, –tunngilaq}
timiusat	N, pl.	-
timiu¦siorfik	N	{–siorfiup, –tiliorfiup}, {–siorfiit, –tiliorfiit}
timiu¦siorpoq	V	{–siunngilaq, –tiliunngilaq}
timiu¦siortoq	N	{–siortup, –tiliortup}, {–siortut, –tiliortut}
tineqqa¦voq	V	–nngilaq
tinerujussuarne¦q	N	–rup, –rit
tineruloorne¦q	N	–rup, –rit
tingerlaa¦q	N	–p, –t
tingerlaat	N, pl.	-
tingi	N	–p, –t
tingit	N, pl.	-
tingitaasima¦voq	V	–nngilaq
tingitaavi¦ppoq	V	–nngilaq
tingitaa¦voq	V	–nngilaq
tingita¦q	N	–p, –t
tini	N	–p, –t
tinil¦erpoq	V	–inngilaq
tinimuka¦rpoq	V	–nngilaq
tomati	N	–p, –t
ton¦si	N	{–-ip, –nip, –sip}, {–-it, –nit, –s, –sit}
traktori	N	–p, –t
trawleri	N	–p, –t
trekanti	N	–p, –t
trillebøri	N	–p, –t
trinitatisi	N	–p, –t
trompeti	N	–p, –t
trucki	N	–p, –t
trumfi	N	–p, –t
trussi¦t	N, pl.	{–it, –t}
trækprocenti	N	–p, –t
tuberkulos¦e	N	–ip, {–er, –it}
tunersuit	N, pl.	-
tunillanneqarsinnaanngissu¦seq	N	–tsip, –tsit
tunillanneqarsinnaanngits¦oq	N	–up, –ut
tunillanneqart¦oq	N	–up, –ut
tunillatsinne¦q	N	–rup, –rit
tunillatsinnerit	N, pl.	-
tunillatsissimas¦oq	N	–up, –ut
tunillatsissinnaane¦q	N	–rup, –rit
tunillatsitt¦oq	N	–up, –ut
tuniniaaffi¦k	N	–up, –it
tuniniaallamma¦k	N	–ap, –at
tuniseqataas¦oq	N	–up, –ut
tuniseqqu¦aa	V	–nngilaa
Tunisiam¦eersoq	N	{–eersup, –eertup, –inngaanneersup, –inngaanneertup}, {–eersut, –eertut, –inngaanneersut, –inngaanneertut}
tunisine¦q	N	–rup, –rit
tunisis¦oq	N	–up, –ut
tunisi¦voq	V	–nngilaq
tuniusa¦rpoq	V	–nngilaq
turisteqarfi¦k	N	–up, –it
turisti	N	–p, –t
tvistit	N, pl.	-
tyfusi	N	–p, –t
tyggegummi	N	{–ip, –p}, {–it, –t}
tæpp¦e	N	–ip, {–er, –it}
udvalgi	N	–p, –t
umami	N	{–ip, –p}, {–it, –t}
umami¦sunnippoq	V	{–isunninngilaq, –sunninngilaq}
Ungb¦o	N	–up, –ut
ungdomspensioni	N	–p, –t
uniformi	N	–p, –t
universiteteqarfi¦k	N	–up, –it
universiteti	N	–p, –t
uraneqarfi¦k	N	–up, –it
urani	N	–p, –t
uranisiorfi¦k	N	–up, –it
uranisiorne¦q	N	–rup, –rit
uranital¦ik	N	{–iup, –lip, –lup}, –lit
valmu¦e	N	–ip, {–er, –it}
valsi	N	–p, –t
versi	N	–p, –t
versili¦orpoq	V	–unngilaq
vide¦o	N	–up, –ut
vide¦orpoq	V	–unngilaq
vikingi	N	–p, –t
villa	N	–p, –t
vinkeli	N	–p, –t
vitamineqarluart¦oq	N	–up, –ut
vitamini	N	–p, –t
vitamini¦torneq	N	{–sornerup, –tornerup}, {–sornerit, –tornerit}
vodka	N	–p, –t
weekendi	N	–p, –t
whisky	N	–p, –t
whist	N	–ip, –it
wienerbrødi	N	–p, –t
wienerbrødit	N, pl.	-
workshop	N	–ip, –it
yoghurti	N	–p, –t
zinki	N	–p, –t
zoologi	N	–ip, –it
zoologi	N	–p, –t
zoologii	N	–p, –t
åkand¦e	N	–ip, {–er, –it}
æblejuic¦e	N	–ip, {–er, –it}
æbleskiv¦e	N	–ip, {–er, –it}
æggesnapsi	N	–p, –t
ækvatori	N	–p, –t
ærkebiskop	N	–ip, –it
æteri	N	–p, –t
økonoma	N	–p, –t
ør¦e	N	–ip, {–er, –it}
